0.000000000,12.400000000,1,"A"
12.400000000,17.200000000,2,"B"
29.600000000,5.000000000,3,"C"
34.600000000,8.800000000,4,"D"
43.400000000,9.400000000,5,"E"
52.800000000,9.400000000,6,"F"
62.200000000,5.400000000,7,"G"
67.600000000,6.400000000,8,"H"
74.000000000,39.600000000,5,"E"
113.600000000,9.800000000,6,"F"
123.400000000,5.600000000,7,"G"
129.000000000,7.800000000,8,"H"
136.800000000,22.000000000,9,"I"
158.800000000,10.000000000,1,"A"
