49.597823129,"2"
50.085442177,"3"
50.584671202,"4"
51.060680272,"1"
51.536689342,"2"
52.012698413,"3"
52.488707483,"4"
52.987936508,"1"
53.475555556,"2"
53.963174603,"3"
54.450793651,"4"
54.950022676,"1"
55.449251701,"2"
55.913650794,"3"
56.401269841,"4"
56.888888889,"1"
57.353287982,"2"
57.817687075,"3"
58.305306122,"4"
58.792925170,"1"
59.268934240,"2"
59.756553288,"3"
60.220952381,"4"
60.696961451,"1"
61.184580499,"2"
61.672199546,"3"
62.159818594,"4"
62.647437642,"1"
63.135056689,"2"
63.611065760,"3"
64.098684807,"4"
64.586303855,"1"
65.062312925,"2"
65.538321995,"3"
66.002721088,"4"
66.455510204,"1"
66.919909297,"2"
67.395918367,"3"
67.860317460,"4"
68.347936508,"1"
68.835555556,"2"
69.323174603,"3"
69.799183673,"4"
70.275192744,"1"
70.774421769,"2"
71.389750567,"3"
71.993469388,"4"
72.608798186,"1"
73.224126984,"2"
73.839455782,"3"
74.489614512,"4"
75.104943311,"1"
75.743492063,"2"
76.370430839,"3"
77.020589569,"4"
77.508208617,"1"
78.007437642,"2"
78.495056689,"3"
78.994285714,"4"
79.481904762,"1"
79.957913832,"2"
80.445532880,"3"
80.956371882,"4"
81.443990930,"1"
81.943219955,"2"
82.442448980,"3"
82.953287982,"4"
83.440907029,"1"
83.928526077,"2"
84.416145125,"3"
84.892154195,"4"
85.368163265,"1"
85.855782313,"2"
86.355011338,"3"
86.831020408,"4"
87.330249433,"1"
87.806258503,"2"
88.293877551,"3"
88.769886621,"4"
89.245895692,"1"
89.721904762,"2"
90.186303855,"3"
90.662312925,"4"
91.138321995,"1"
91.614331066,"2"
92.090340136,"3"
92.566349206,"4"
93.065578231,"1"
93.564807256,"2"
94.040816327,"3"
94.528435374,"4"
95.004444444,"1"
95.480453515,"2"
95.944852608,"3"
96.420861678,"4"
96.896870748,"1"
97.384489796,"2"
97.883718821,"3"
98.394557823,"4"
98.893786848,"1"
99.393015873,"2"
99.892244898,"3"
100.379863946,"4"
100.855873016,"1"
101.355102041,"2"
101.854331066,"3"
102.353560091,"4"
102.852789116,"1"
103.340408163,"2"
103.828027211,"3"
104.304036281,"4"
104.791655329,"1"
105.267664399,"2"
105.755283447,"3"
106.231292517,"4"
106.707301587,"1"
107.183310658,"2"
107.682539683,"3"
108.170158730,"4"
108.657777778,"1"
109.157006803,"2"
109.656235828,"3"
110.143854875,"4"
110.631473923,"1"
111.119092971,"2"
111.618321995,"3"
112.105941043,"4"
112.593560091,"1"
113.069569161,"2"
113.557188209,"3"
114.033197279,"4"
114.509206349,"1"
114.996825397,"2"
115.484444444,"3"
115.960453515,"4"
116.436462585,"1"
116.912471655,"2"
117.400090703,"3"
117.887709751,"4"
118.352108844,"1"
118.839727891,"2"
119.327346939,"3"
119.814965986,"4"
120.302585034,"1"
120.778594104,"2"
121.266213152,"3"
121.753832200,"4"
122.229841270,"1"
122.694240363,"2"
123.158639456,"3"
123.634648526,"4"
124.110657596,"1"
124.586666667,"2"
125.074285714,"3"
125.561904762,"4"
126.037913832,"1"
126.513922902,"2"
126.978321995,"3"
127.454331066,"4"
127.918730159,"1"
128.394739229,"2"
128.870748299,"3"
129.346757370,"4"
129.822766440,"1"
130.298775510,"2"
130.763174603,"3"
131.239183673,"4"
131.715192744,"1"
132.191201814,"2"
132.667210884,"3"
133.131609977,"4"
133.572789116,"1"
134.083628118,"2"
134.582857143,"3"
135.082086168,"4"
135.604535147,"1"
136.126984127,"2"
136.672653061,"3"
137.171882086,"4"
137.647891156,"1"
138.135510204,"2"
138.611519274,"3"
139.110748299,"4"
139.598367347,"1"
140.085986395,"2"
140.573605442,"3"
141.061224490,"4"
141.560453515,"1"
142.071292517,"2"
142.570521542,"3"
143.058140590,"4"
143.545759637,"1"
144.044988662,"2"
144.544217687,"3"
145.055056689,"4"
145.554285714,"1"
146.053514739,"2"
146.564353741,"3"
147.063582766,"4"
147.562811791,"1"
148.062040816,"2"
148.572879819,"3"
149.060498866,"4"
149.548117914,"1"
150.024126984,"2"
150.500136054,"3"
150.952925170,"4"
151.417324263,"1"
151.893333333,"2"
152.369342404,"3"
152.845351474,"4"
153.332970522,"1"
153.808979592,"2"
154.284988662,"3"
154.772607710,"4"
155.260226757,"1"
155.747845805,"2"
156.235464853,"3"
156.711473923,"4"
157.187482993,"1"
157.605442177,"2"
158.023401361,"3"
158.441360544,"4"
158.859319728,"1"
159.288888889,"2"
159.718458050,"3"
160.159637188,"4"
160.600816327,"1"
161.053605442,"2"
161.506394558,"3"
161.970793651,"4"
162.493242630,"1"
163.015691610,"2"
163.549750567,"3"
164.083809524,"4"
164.617868481,"1"
165.140317460,"2"
165.662766440,"3"
166.185215420,"4"
166.707664399,"1"
167.230113379,"2"
167.752562358,"3"
168.275011338,"4"
168.797460317,"1"
