ID,Universe#,ControllerID,Output#,Name,Location,Comment,Active,Type,Color,ColorName
51,1,4,3,(Future Tree) O03,Controller D Output 3,,False,18,#C0C0C0,Silver
52,1,4,4,(Future Tree) O04,Controller D Output 4,,False,18,#C0C0C0,Silver
53,1,4,5,(Future Tree) O05,Controller D Output 5,,False,18,#C0C0C0,Silver
54,1,4,6,(Future Tree) O06,Controller D Output 6,,False,18,#C0C0C0,Silver
55,1,4,7,(Future Tree) O07,Controller D Output 7,,False,18,#C0C0C0,Silver
56,1,4,8,(Future Tree) O08,Controller D Output 8,,False,18,#C0C0C0,Silver
57,1,4,9,(Future Tree) O09,Controller D Output 9,,False,18,#C0C0C0,Silver
58,1,4,10,(Future Tree) O10,Controller D Output 10,,False,18,#C0C0C0,Silver
59,1,4,11,(Future Tree) O11,Controller D Output 11,,False,18,#C0C0C0,Silver
60,1,4,12,(Future Tree) O12,Controller D Output 12,,False,18,#C0C0C0,Silver
61,1,4,13,(Future Tree) O13,Controller D Output 13,,False,18,#C0C0C0,Silver
62,1,4,14,(Future Tree) O14,Controller D Output 14,,False,18,#C0C0C0,Silver
63,1,4,15,(Future Tree) O15,Controller D Output 15,,False,18,#C0C0C0,Silver
64,1,4,16,(Future Tree) O16,Controller D Output 16,,False,18,#C0C0C0,Silver
65,1,5,1,Bushes 1 {S} Rainbow (ROGBV),Left side of house,,False,22,#804040,SaddleBrown
66,1,5,2,Bushes 2.1 {L} (M),Left front of house,,True,22,#804040,SaddleBrown
67,1,5,3,Bushes 2.2 {L} (W),Left front of house,,True,22,#FFFFFF,Transparent
68,1,5,4,Bushes 2.3 {L} Low (O),Left front of house,,True,22,#FF8000,Orange
69,1,5,5,Strobes- 5mm- Bushes {BLC} (W),In the front bushes,,True,5,#FFFFFF,Transparent
70,1,5,6,Strobes- C9- Bushes {BLC} (W),In the bushes and on the house,,True,5,#FFFFFF,Transparent
71,1,5,7,Coexist Flag (MRGB),Left middle yard,,True,2,#400000,Black
72,1,5,8,Lamp Post Directions (O),Far front left corner of yard,,True,7,#FF8000,Orange
73,1,5,9,Laser- Streetlight (R),On top of Lamp Post Directions,,False,3,#FF0000,Red
74,1,5,10,Menorah (B),Left Yard,,True,7,#0000FF,Blue
75,1,5,11,Peace Sign (RGB),RV Roof,,True,21,#400000,Black
76,1,5,12,BAD TRIAC D12,Controller D Output 12,Bad Triac!,False,28,#000000,Black
77,1,5,13,Snowman (W),,,True,17,#FFFFFF,Transparent
78,1,5,14,UFOs 1 {L} (RGB),Left front wall of house,,True,15,#400000,Black
79,1,5,16,Inflatable Arch Lights,In front of RV,,True,16,#FFFFFF,Transparent
80,1,6,2,Tree- Spiral 2 {F} (WG),Yard center near house,,False,14,#00FF00,Green
81,1,6,3,Tree- Spiral 3 {R} (WB),Yard center near house,,False,14,#0000FF,Blue
82,1,6,4,Tree- Spiral 4 {B} (WV),Yard center near house,,True,14,#8000FF,DarkViolet
83,1,6,5,Tree- Big AC 1 (M),Back row center,,True,14,#804040,SaddleBrown
84,1,6,6,Tree- Small {L} (B),,,False,14,#0000FF,Blue
85,1,6,7,Tree- Tinsel 1 {L} (R),Behind back row on left,,True,14,#FF0000,Red
86,1,6,8,Tree- Tinsel 2 {R} (R),Behind back row on right,,True,14,#FF0000,Red
87,1,6,9,Trees- Rainbow (ROYGBV),Left yard,,True,14,#804040,SaddleBrown
88,1,6,10,Trees- Willow and Palm (GW),Left yard,,True,14,#A4FFA4,PaleGreen
89,1,6,11,Strobes- C9- Trees {FC} (W),Front Trees,,True,5,#FFFFFF,Transparent
90,1,6,12,Presents (M),Under the front Pixel tree,,True,9,#804040,SaddleBrown
