0.000000000,0.000226257,0.000240091,0.000322875,0.000316759,0.000276105,0.000215178,0.000198502,0.000197749,0.000183884,0.000211855,0.000175618,0.000155433
0.046439909,0.000278517,0.000308593,0.000523495,0.000650089,0.000463894,0.000280371,0.00032028,0.000324317,0.000266722,0.000287603,0.000276222,0.00025346
0.092879819,0.000449633,0.000496313,0.000752291,0.000896994,0.000570385,0.000380854,0.000472673,0.000510722,0.000415126,0.000482358,0.000524691,0.000452984
0.139319728,0.00136247,0.00137602,0.00137685,0.00149008,0.00094723,0.00057642,0.000701029,0.000941088,0.000918386,0.000901296,0.00115543,0.00126008
0.185759637,0.00579874,0.00642253,0.00693378,0.00687674,0.0058554,0.00463134,0.00407655,0.00450802,0.00451491,0.00375167,0.00310307,0.00464272
0.232199546,0.0387848,0.0282741,0.029393,0.0289891,0.0324697,0.0288206,0.0354741,0.0396463,0.0297015,0.0315225,0.0433685,0.0515801
0.278639456,0.0269554,0.0231541,0.0232469,0.0368083,0.045959,0.0221589,0.0160675,0.0197062,0.0199189,0.0194786,0.0229045,0.0479096
0.325079365,0.0265843,0.0126637,0.0154645,0.0220105,0.0336061,0.0154895,0.00985536,0.0150741,0.0151125,0.0130386,0.0292717,0.0479389
0.371519274,0.0188074,0.00562976,0.00662976,0.0121148,0.0270013,0.0146729,0.00671825,0.00994408,0.0099451,0.00934029,0.0244215,0.0427601
0.417959184,0.0209939,0.00687651,0.00732536,0.0110503,0.0209668,0.0143198,0.0054637,0.00856641,0.00439286,0.00787964,0.016712,0.0327578
0.464399093,0.0253465,0.0126661,0.0192508,0.0244343,0.038121,0.0215015,0.0113013,0.0183442,0.0153821,0.0111373,0.0108664,0.0382167
0.510839002,0.0167313,0.00952206,0.0144047,0.0248137,0.0367417,0.0195751,0.00808997,0.0123193,0.0109574,0.00903267,0.0194703,0.0354625
0.557278912,0.0182527,0.00512945,0.00641428,0.0160923,0.0302685,0.0167428,0.00503738,0.00771253,0.00928868,0.00655142,0.0167979,0.0324799
0.603718821,0.0166762,0.00575719,0.00592907,0.0121859,0.0240966,0.0150214,0.00486183,0.00472761,0.00605816,0.00489294,0.0164798,0.0281495
0.650158730,0.0108964,0.00604359,0.00685646,0.0109404,0.0165546,0.0128257,0.00729572,0.00766641,0.00946075,0.010182,0.0183225,0.0256862
0.696598639,0.00713486,0.00287972,0.00559046,0.00904799,0.0159996,0.0092931,0.00520489,0.00637696,0.00489773,0.00484942,0.00963928,0.0150518
0.743038549,0.00452241,0.0031082,0.00512484,0.00566292,0.00765514,0.00525879,0.00463018,0.00682834,0.00456395,0.0033713,0.00540262,0.00883849
0.789478458,0.00517051,0.00435565,0.00462164,0.00463031,0.00662951,0.00575619,0.00475602,0.00612224,0.0046075,0.00416165,0.00558965,0.00599337
0.835918367,0.0164706,0.0144443,0.0161782,0.0176259,0.0163106,0.0159795,0.0158456,0.0163446,0.0126672,0.0118836,0.0182904,0.0208524
0.882358277,0.0253001,0.0183738,0.020473,0.0272006,0.0292733,0.0252123,0.0298678,0.0235236,0.0171178,0.022859,0.0260481,0.0389151
0.928798186,0.0222703,0.0149314,0.0141842,0.0158414,0.0132014,0.0177419,0.0312119,0.0195389,0.0113198,0.0169729,0.0263269,0.0372701
0.975238095,0.0156159,0.0082595,0.00776998,0.00632031,0.0092256,0.00924337,0.0178547,0.0160517,0.00893398,0.0118439,0.0269825,0.0343129
1.021678005,0.0134872,0.0146872,0.0142969,0.0131895,0.0105226,0.00677206,0.0126297,0.0173697,0.0118718,0.0109765,0.0214224,0.0182983
1.068117914,0.0203383,0.0193602,0.0225381,0.0269722,0.0254798,0.0187339,0.0200111,0.020535,0.0193381,0.0247012,0.0298879,0.0339841
1.114557823,0.0175695,0.01949,0.0223172,0.0305855,0.031656,0.0215089,0.0203952,0.0215779,0.0173647,0.0157502,0.0212398,0.0304555
1.160997732,0.0100834,0.0104625,0.00718357,0.0228063,0.0318991,0.0150677,0.00789397,0.013028,0.0126483,0.00998421,0.0137317,0.0209326
1.207437642,0.0067843,0.0047666,0.00558779,0.0181403,0.029736,0.0144602,0.00731476,0.00917954,0.00814877,0.00638402,0.013888,0.0176482
1.253877551,0.0143069,0.00934147,0.0122953,0.0160686,0.0206636,0.0188067,0.0137907,0.0146561,0.00959101,0.0143333,0.0189107,0.0225077
1.300317460,0.0180027,0.00790215,0.0136581,0.0263667,0.0407561,0.0233617,0.0133043,0.0232839,0.0184483,0.0114612,0.0148082,0.0309724
1.346757370,0.0128853,0.00712451,0.0102387,0.021869,0.0378155,0.0188891,0.00588731,0.0112554,0.0114711,0.00828402,0.0159493,0.0264948
1.393197279,0.0110794,0.00289401,0.00582916,0.018276,0.0326144,0.0176856,0.00396355,0.00648424,0.00739217,0.00423719,0.0113639,0.0202486
1.439637188,0.0081901,0.00330337,0.00488343,0.0136429,0.0236488,0.0155121,0.00666417,0.00575409,0.00653063,0.00385507,0.00795581,0.0150577
