0.000000000,1,"C major"
7.430385488,17,"E minor"
9.659501134,8,"G major"
13.374693878,17,"E minor"
15.603809524,8,"G major"
20.805079365,17,"E minor"
57.213968254,5,"E major"
65.387392290,17,"E minor"
104.025396825,5,"E major"
113.684897959,17,"E minor"
159.753287982,8,"G major"
173.127981859,17,"E minor"
