ID,Universe,Controller,Output,Name,Location,Comment,Active,Type,Color
150,3,10,12,$Tree- Pencil 12- Silver (W),Yard Rear Left,,True,22,#FF0000
151,3,10,13,=Burst- Ground- Front- Left- L13,Ground Front Left,,True,18,#FFFF00
152,3,10,13,$Tree- Pencil 13- Pink (P) [B},Yard Rear Left,,True,18,#FFFF00
153,3,10,14,=Burst- Ground- Front- Left- L14,Ground Front Left,,True,22,#FF00FF
154,3,10,14,$Tree- Pencil 14- Blue (B),Yard Rear Left,,True,22,#FF00FF
155,3,10,15,=Burst- Ground- Front- Left- L15,Ground Front Left,,True,22,#00FF00
156,3,10,15,$Tree- Pencil 15- Green (G),Yard Rear Left,,True,22,#00FF00
157,3,10,16,=Burst- Ground- Front- Left- L16,Ground Front Left,,True,18,#0000FF
158,3,10,16,$Tree- Pencil 16- Red (R) {R},Yard Rear Left,,True,18,#000FF1
159,3,11,1,=Burst- Ground- Front- Right- R01,Ground Front Right,,True,22,#00FF40
160,3,11,2,=Burst- Ground- Front- Right- R02,Ground Front Right,,True,22,#FF0000
