0.208979591,"1"
0.626938775,"2"
1.021678004,"3"
1.439637188,"4"
1.834376417,"1"
2.252335600,"2"
2.658684807,"3"
3.065034013,"4"
3.471383219,"1"
3.866122448,"2"
4.260861678,"3"
4.667210884,"4"
5.061950113,"1"
5.479909297,"2"
5.886258503,"3"
6.292607709,"4"
6.710566893,"1"
7.093696145,"2"
7.500045351,"3"
7.906394557,"4"
8.301133786,"1"
8.707482993,"2"
9.113832199,"3"
9.520181405,"4"
9.926530612,"1"
10.332879818,"2"
10.739229024,"3"
11.145578231,"4"
11.551927437,"1"
11.958276643,"2"
12.353015873,"3"
12.759365079,"4"
13.165714285,"1"
13.583673469,"2"
13.978412698,"3"
14.384761904,"4"
14.779501133,"1"
15.197460317,"2"
15.592199546,"3"
15.998548752,"4"
16.404897959,"1"
16.811247165,"2"
17.217596371,"3"
17.612335600,"4"
18.007074829,"1"
18.413424036,"2"
18.819773242,"3"
19.226122448,"4"
19.632471655,"1"
20.038820861,"2"
20.445170068,"3"
20.851519274,"4"
21.246258503,"1"
21.652607709,"2"
22.047346938,"3"
22.453696145,"4"
22.860045351,"1"
23.266394557,"2"
23.672743764,"3"
24.079092970,"4"
24.473832199,"1"
24.880181405,"2"
25.286530612,"3"
25.692879818,"4"
26.087619047,"1"
26.493968253,"2"
26.900317460,"3"
27.306666666,"4"
27.713015873,"1"
28.119365079,"2"
28.525714285,"3"
28.920453514,"4"
29.326802721,"1"
29.744761904,"2"
30.139501133,"3"
30.545850340,"4"
30.963809523,"1"
31.370158730,"2"
31.776507936,"3"
32.171247165,"4"
32.577596371,"1"
32.983945578,"2"
33.378684807,"3"
33.785034013,"4"
34.191383219,"1"
34.597732426,"2"
35.004081632,"3"
35.410430839,"4"
35.805170068,"1"
36.211519274,"2"
36.617868480,"3"
37.024217687,"4"
37.418956916,"1"
37.825306122,"2"
38.231655328,"3"
38.638004535,"4"
39.044353741,"1"
39.439092970,"2"
39.845442176,"3"
40.251791383,"4"
40.658140589,"1"
41.064489795,"2"
41.470839002,"3"
41.877188208,"4"
42.271927437,"1"
42.678276643,"2"
43.073015873,"3"
43.479365079,"4"
43.885714285,"1"
44.280453514,"2"
44.686802721,"3"
45.093151927,"4"
45.499501133,"1"
45.905850340,"2"
46.312199546,"3"
46.718548752,"4"
47.113287981,"1"
47.519637188,"2"
47.925986394,"3"
48.332335600,"4"
48.738684807,"1"
49.145034013,"2"
49.551383219,"3"
49.957732426,"4"
50.364081632,"1"
50.758820861,"2"
51.165170068,"3"
51.571519274,"4"
51.977868480,"1"
52.395827664,"2"
52.802176870,"3"
53.196916099,"4"
53.591655328,"1"
53.998004535,"2"
54.404353741,"3"
54.810702947,"4"
55.217052154,"1"
55.623401360,"2"
56.029750566,"3"
56.424489795,"4"
56.842448979,"1"
57.248798185,"2"
57.655147392,"3"
58.061496598,"4"
58.467845804,"1"
58.862585034,"2"
59.280544217,"3"
59.675283446,"4"
60.081632653,"1"
60.476371882,"2"
60.871111111,"3"
61.277460317,"4"
61.683809523,"1"
62.090158730,"2"
62.496507936,"3"
62.902857142,"4"
63.309206349,"1"
63.727165532,"2"
64.133514739,"3"
64.539863945,"4"
64.946213151,"1"
65.340952380,"2"
65.735691609,"3"
66.142040816,"4"
66.536780045,"1"
66.943129251,"2"
67.349478458,"3"
67.755827664,"4"
68.162176870,"1"
68.568526077,"2"
68.963265306,"3"
69.358004535,"4"
69.764353741,"1"
70.170702947,"2"
70.577052154,"3"
70.983401360,"4"
71.389750566,"1"
71.784489795,"2"
72.190839002,"3"
72.585578231,"4"
72.991927437,"1"
73.398276643,"2"
73.804625850,"3"
74.210975056,"4"
74.617324263,"1"
75.023673469,"2"
75.418412698,"3"
75.824761904,"4"
76.242721088,"1"
76.649070294,"2"
77.043809523,"3"
77.461768707,"4"
77.868117913,"1"
78.262857142,"2"
78.669206349,"3"
79.075555555,"4"
79.470294784,"1"
79.876643990,"2"
80.282993197,"3"
80.689342403,"4"
81.084081632,"1"
81.490430839,"2"
81.896780045,"3"
82.303129251,"4"
82.709478458,"1"
83.115827664,"2"
83.510566893,"3"
83.916916099,"4"
84.323265306,"1"
84.729614512,"2"
85.124353741,"3"
85.530702947,"4"
85.937052154,"1"
86.343401360,"2"
86.749750566,"3"
87.144489795,"4"
87.550839002,"1"
87.945578231,"2"
88.351927437,"3"
88.758276643,"4"
89.164625850,"1"
89.570975056,"2"
89.965714285,"3"
90.372063492,"4"
90.766802721,"1"
91.173151927,"2"
91.579501133,"3"
91.985850340,"4"
92.392199546,"1"
92.798548752,"2"
93.193287981,"3"
93.599637188,"4"
94.005986394,"1"
94.423945578,"2"
94.830294784,"3"
